code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
JA065026,J,10.712752499999999,PINUS PINASTER,871.65,807,937,1low,1795.64,38.30993,-2.72917,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA065027,J,86.3012903,PINUS NIGRA SSP SALZM.,1370.17,1317,1445,2medium,3998.36,38.2995,-2.58127,NA,NA,0,1,NA,3,3,0,0,2,3,2,1,1,2,3,3,1,1,1,1,1,3,4,3,2,2,pnig_sal,P. nigra
JA065028,J,84.95435060000001,PINUS NIGRA SSP SALZM.,1356.94,1309,1417,2medium,5947.83,38.29804,-2.59213,NA,NA,0,NA,NA,4,4,1,0,3,3,2,1,0,1,3,1,2,0,0,0,0,1,3,3,2,2,pnig_sal,P. nigra
JA065029,J,243.76148790000002,PINUS NIGRA SSP SALZM.,1276.28,1079,1426,2medium,9088.89,38.2935,-2.60435,NA,NA,0,NA,NA,3,3,1,0,3,3,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,pnig_sal,P. nigra
JA065030,J,173.98817730000002,PINUS NIGRA SSP SALZM.,1339.66,1229,1445,2medium,8785.99,38.28679,-2.5969,NA,NA,0,NA,NA,3,3,1,0,3,3,2,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,pnig_sal,P. nigra
JA065031,J,83.0562863,PINUS NIGRA SSP SALZM.,1268.48,1215,1393,2medium,8255.31,38.28146,-2.59813,NA,NA,0,0,NA,3,4,1,0,NA,3,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,pnig_sal,P. nigra
JA065032,J,30.929918400000002,PINUS NIGRA SSP SALZM.,1256.25,1207,1339,2medium,3249.51,38.27232,-2.60737,NA,NA,0,0,NA,3,4,1,0,NA,3,2,1,0,0,1,1,1,0,0,0,0,2,0,0,1,2,pnig_sal,P. nigra
JA066002,J,63.2685902,PINUS NIGRA SSP SALZM.,1670.13,1537,1817,2medium,3263.54,37.88093,-2.98891,0,0,0,0,NA,2,1,1,0,2,3,2,NA,0,1,2,1,2,0,0,0,0,0,1,0,0,2,pnig_sal,P. nigra
JA066003,J,317.752772,PINUS NIGRA SSP SALZM.,1451.5,1143,1844,2medium,9186.14,37.873779999999996,-2.97539,3,0,3,NA,NA,2,1,0,1,1,2,4,NA,0,1,2,3,2,0,0,0,1,2,4,1,0,3,pnig_sal,P. nigra
JA066004,J,86.61227099999999,PINUS NIGRA SSP SALZM.,1319.42,1131,1443,2medium,4373.63,37.86888,-2.95832,1,0,0,NA,NA,1,2,1,0,1,2,1,NA,0,0,1,3,1,0,0,0,0,1,3,1,0,2,pnig_sal,P. nigra
JA066005,J,149.5342294,PINUS HALEPENSIS,585.42,478,680,0verylow,7483.09,37.86599,-3.14669,NA,0,0,0,0,1,0,2,NA,5,3,0,1,3,0,1,1,3,3,3,0,3,1,3,4,2,1,phale,P. halepensis
JA066006,J,146.56685819999998,PINUS NIGRA SSP SALZM.,1584.27,1321,1834,2medium,5340.71,37.86546,-2.98719,1,0,1,NA,NA,2,1,1,0,1,3,2,NA,0,1,2,4,2,0,1,1,0,2,3,0,0,3,pnig_sal,P. nigra
JA066007,J,183.8970981,PINUS NIGRA SSP SALZM.,1476.7,1304,1704,2medium,6983.86,37.85788,-2.95537,0,0,1,NA,NA,1,0,2,0,1,2,1,NA,0,1,1,2,2,0,0,0,0,0,3,1,0,2,pnig_sal,P. nigra
JA066008,J,145.781839,PINUS NIGRA SSP SALZM.,1352.93,1215,1588,2medium,6196.85,37.86191,-2.97646,2,0,2,NA,NA,2,1,0,1,1,1,1,NA,0,2,2,4,2,0,0,0,1,2,4,2,1,2,pnig_sal,P. nigra
JA066009,J,217.9020179,PINUS NIGRA SSP SALZM.,1663.91,1413,1821,2medium,7950.71,37.85316,-2.91817,1,2,3,NA,NA,0,0,0,0,1,2,1,NA,0,1,0,1,0,0,0,1,0,4,2,0,0,1,pnig_sal,P. nigra
JA066010,J,124.6554781,PINUS NIGRA SSP SALZM.,1650.5,1385,1835,2medium,4947.2,37.86238,-2.92052,3,0,0,NA,NA,0,0,0,0,1,1,1,NA,0,1,1,2,2,0,0,0,0,1,3,1,1,2,pnig_sal,P. nigra
JA066011,J,102.4085158,PINUS NIGRA SSP SALZM.,1534.48,1399,1673,2medium,5819.7,37.85913,-2.93361,0,0,0,NA,NA,0,0,0,0,1,2,1,NA,1,0,1,2,2,1,0,0,0,0,3,1,1,2,pnig_sal,P. nigra
JA066012,J,180.58933729999998,PINUS NIGRA SSP SALZM.,1498.35,1338,1681,2medium,6133.49,37.86075,-2.94302,1,0,0,NA,NA,2,2,1,0,1,2,1,NA,1,0,1,2,3,1,0,0,0,1,4,1,1,2,pnig_sal,P. nigra
JA066013,J,170.4958467,PINUS NIGRA SSP SALZM.,1407.44,1170,1637,2medium,6411.54,37.85645,-2.96629,1,0,0,NA,NA,2,2,0,0,2,2,1,NA,1,1,1,3,3,0,0,0,0,2,4,2,1,2,pnig_sal,P. nigra
JA066014,J,121.25786289999999,PINUS NIGRA SSP SALZM.,1413.9,1218,1629,2medium,6237.23,37.84918,-2.91213,2,1,2,NA,NA,1,1,1,0,0,0,1,NA,2,1,2,2,3,2,1,1,2,3,2,0,0,1,pnig_sal,P. nigra
JA066015,J,132.790178,PINUS NIGRA SSP SALZM.,1740.58,1486,1878,3high,5220,37.85173,-2.93174,1,0,0,NA,NA,0,1,0,0,0,0,0,NA,1,1,1,2,3,0,0,0,0,1,4,1,0,2,pnig_sal,P. nigra
JA066016,J,95.2038368,PINUS HALEPENSIS,1177.43,1015,1438,1low,5756.89,37.84722,-2.90546,1,0,1,NA,NA,0,1,0,0,0,0,0,NA,1,1,1,0,2,2,3,2,3,1,1,0,0,1,phale,P. halepensis
JA066017,J,143.2776238,PINUS NIGRA SSP SALZM.,1596.44,1507,1713,2medium,5543.96,37.84698,-2.94997,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,2,3,0,0,0,0,1,4,1,1,3,pnig_sal,P. nigra
JA066018,J,170.3795638,PINUS NIGRA SSP SALZM.,1644.97,1506,1908,2medium,6665.36,37.83934,-2.94616,0,0,2,NA,NA,1,1,0,0,1,1,1,NA,0,1,2,3,3,0,0,0,0,0,3,1,0,1,pnig_sal,P. nigra
JA066019,J,225.40333739999997,PINUS NIGRA SSP SALZM.,1697.88,1297,1887,2medium,7140.93,37.8375,-2.93226,1,1,3,NA,NA,0,2,1,0,0,1,0,NA,0,0,0,0,1,1,2,2,2,4,3,0,0,1,pnig_sal,P. nigra
JA066020,J,185.4886106,PINUS HALEPENSIS,1070.21,962,1201,1low,12281.66,37.81699,-2.89966,0,0,0,NA,NA,0,0,0,1,1,1,1,NA,2,1,1,1,1,0,2,2,2,1,1,0,0,0,phale,P. halepensis
JA066021,J,254.3772138,PINUS PINASTER,1211.56,995,1476,2medium,6597.81,37.83394,-2.91115,0,1,0,NA,NA,0,0,0,0,0,1,2,NA,1,2,0,2,2,1,2,1,2,2,1,0,0,1,ppinas,P. pinaster
JA066022,J,87.5144447,PINUS NIGRA SSP SALZM.,1363.12,1090,1552,2medium,4794.97,37.83229,-2.92315,0,0,3,NA,NA,0,1,0,1,1,1,2,NA,2,2,0,1,3,3,3,2,2,3,3,0,0,2,pnig_sal,P. nigra
JA066024,J,151.10410660000002,PINUS NIGRA SSP SALZM.,1560.39,1146,1911,2medium,6324.13,37.8265,-2.93575,2,3,2,NA,NA,0,0,1,0,1,2,1,NA,1,1,0,2,2,1,0,0,1,4,3,0,0,1,pnig_sal,P. nigra
JA066025,J,255.66554059999999,PINUS NIGRA SSP SALZM.,1139.9,963,1546,1low,7744.02,37.81782,-2.91045,0,1,0,NA,NA,1,1,0,1,0,NA,1,NA,1,0,1,1,2,2,3,0,3,1,2,1,0,1,pnig_sal,P. nigra
JA066026,J,93.3238911,PINUS NIGRA SSP SALZM.,1281.95,1050,1535,2medium,4213.01,37.82186,-2.92381,1,2,1,NA,NA,0,1,1,0,0,NA,1,NA,1,1,1,2,2,1,0,0,1,4,2,0,0,1,pnig_sal,P. nigra
JA067001,J,92.4318539,PINUS HALEPENSIS,1195.06,939,1351,1low,11065.18,37.75297,-3.60574,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,phale,P. halepensis
JA067002,J,249.9645063,PINUS HALEPENSIS,951.06,677,1138,1low,10460.91,37.7443,-3.65793,NA,0,1,0,NA,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,phale,P. halepensis
JA067003,J,133.0079456,PINUS PINASTER,1304.32,1096,1494,2medium,12997.98,37.7496,-3.57097,NA,0,1,2,0,2,1,NA,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA067004,J,617.9512888,PINUS HALEPENSIS,1230.73,757,2029,2medium,29224.79,37.73228,-3.57514,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,phale,P. halepensis
JA067006,J,88.3299677,PINUS HALEPENSIS,831.42,668,1018,1low,4796.33,37.69868,-3.66878,NA,3,0,1,NA,4,2,3,0,2,2,3,0,2,2,2,1,2,1,0,0,1,2,2,1,1,1,phale,P. halepensis
JA067007,J,25.257996,PINUS HALEPENSIS,867.15,784,987,1low,2007.67,37.70041,-3.67625,NA,3,0,1,NA,4,2,3,0,2,2,3,0,2,2,2,1,2,1,0,0,1,2,3,1,1,1,phale,P. halepensis
JA070001,J,205.5248997,PINUS NIGRA SSP SALZM.,1774.18,1442,2016,3high,6536.1,37.81751,-2.94681,2,0,2,NA,NA,0,1,1,0,0,1,4,NA,0,1,1,3,4,1,1,0,0,4,3,1,2,3,pnig_sal,P. nigra
JA070002,J,110.7528338,PINUS NIGRA SSP SALZM.,1589.14,1376,1744,2medium,5124.71,37.8152,-2.93753,3,0,1,NA,NA,1,0,1,0,0,1,3,NA,0,0,1,3,4,1,1,0,0,3,2,1,2,3,pnig_sal,P. nigra
JA070003,J,161.7817276,PINUS NIGRA SSP SALZM.,1323.71,1077,1545,2medium,5721,37.8109,-2.92562,3,1,1,NA,NA,0,0,0,0,0,1,3,NA,0,1,1,3,3,2,0,0,1,2,2,1,2,3,pnig_sal,P. nigra
JA070004,J,52.3237836,PINUS NIGRA SSP SALZM.,1163.58,970,1309,1low,3759.55,37.80867,-2.91285,1,1,0,NA,NA,0,0,0,0,0,1,1,NA,0,1,1,2,2,1,0,0,1,2,2,0,1,2,pnig_sal,P. nigra
JA070005,J,239.70072340000002,PINUS NIGRA SSP SALZM.,1604.95,1236,1960,2medium,7066.5,37.80011,-2.94594,0,0,1,NA,NA,0,0,1,0,0,1,3,NA,0,1,1,3,4,1,1,0,0,3,3,2,2,3,pnig_sal,P. nigra
JA070006,J,108.9829783,PINUS NIGRA SSP SALZM.,1358.58,1097,1613,2medium,5740.85,37.80395,-2.93245,2,0,1,NA,NA,0,0,0,0,0,1,2,NA,0,1,1,3,4,2,1,0,0,3,3,1,2,3,pnig_sal,P. nigra
JA070007,J,64.0839019,PINUS NIGRA SSP SALZM.,1190.06,962,1435,1low,6267.34,37.80328,-2.918,0,0,1,NA,NA,1,0,0,0,0,1,1,NA,0,1,1,1,2,1,0,0,1,2,2,1,1,2,pnig_sal,P. nigra
JA070008,J,65.6197714,PINUS NIGRA SSP SALZM.,1355.66,1179,1530,2medium,4335.84,37.79466,-2.93545,1,0,0,NA,NA,0,0,0,0,0,1,3,NA,0,0,1,1,2,1,1,0,0,3,3,1,2,2,pnig_sal,P. nigra
JA070009,J,175.199448,PINUS HALEPENSIS,1208.76,1000,1441,2medium,7226.92,37.78662,-2.92898,1,0,0,NA,NA,0,0,0,0,0,1,1,NA,0,0,1,3,3,2,0,0,0,3,3,0,1,2,phale,P. halepensis
JA070010,J,146.4918873,PINUS NIGRA SSP SALZM.,1547.89,1320,1824,2medium,6446.84,37.7881,-2.94606,0,0,1,NA,NA,0,0,1,0,0,0,3,NA,0,1,2,3,4,0,0,0,0,3,3,2,2,3,pnig_sal,P. nigra
JA070011,J,130.53516869999999,PINUS HALEPENSIS,1213.87,1011,1430,2medium,6368.19,37.77712,-2.93058,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,2,2,1,1,2,phale,P. halepensis
JA070012,J,47.011814,PINUS NIGRA SSP SALZM.,1623.02,1471,1766,2medium,2805.67,37.78358,-2.95135,0,0,2,NA,NA,0,0,0,0,0,1,3,NA,0,1,1,3,4,1,0,0,1,2,3,2,2,3,pnig_sal,P. nigra
JA070013,J,192.16630800000001,PINUS NIGRA SSP SALZM.,1594.28,1266,1796,2medium,7964.44,37.76931,-2.9614,0,0,0,NA,NA,0,0,0,0,0,1,3,NA,0,0,1,1,3,1,0,0,0,2,3,2,1,2,pnig_sal,P. nigra
JA070014,J,63.3487638,PINUS NIGRA SSP SALZM.,1570.51,1387,1659,2medium,4523.11,37.77586,-2.95022,1,0,1,NA,NA,1,0,0,0,0,0,3,NA,0,1,1,1,4,2,1,0,0,2,2,2,2,3,pnig_sal,P. nigra
JA070015,J,135.45363319999998,PINUS HALEPENSIS,1391.01,1177,1604,2medium,4823.49,37.77354,-2.94373,1,0,1,NA,NA,0,0,0,0,0,0,3,NA,0,0,1,1,3,1,0,0,0,2,2,0,2,2,phale,P. halepensis
JA070016,J,439.37748619999996,PINUS HALEPENSIS,1161.56,962,1421,1low,13610.83,37.75805,-2.93375,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA070017,J,37.4197999,PINUS NIGRA SSP SALZM.,1604.39,1496,1647,2medium,3598.95,37.76906,-2.95519,0,0,1,NA,NA,1,1,0,0,1,1,0,NA,0,0,0,1,3,2,1,0,0,2,2,2,2,2,pnig_sal,P. nigra
JA070018,J,206.0773713,PINUS HALEPENSIS,995.42,932,1028,1low,10016.08,37.76658,-2.91079,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA070019,J,147.98944310000002,PINUS HALEPENSIS,1213.78,1049,1439,2medium,6217.35,37.76433,-2.93605,1,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,2,phale,P. halepensis
JA070020,J,252.5060968,PINUS HALEPENSIS,1402.74,1115,1636,2medium,9179,37.76075,-2.95218,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,2,0,0,0,0,1,1,1,1,2,phale,P. halepensis
JA070021,J,173.72807450000002,PINUS HALEPENSIS,1018.35,822,1194,1low,8119.43,37.75788,-2.90286,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA070022,J,231.0369233,PINUS HALEPENSIS,1249.62,1072,1451,2medium,6882.2,37.74569,-2.95922,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA070023,J,276.85154190000003,PINUS HALEPENSIS,663.77,503,894,1low,11788.1,37.67997,-2.99975,NA,3,2,1,2,4,1,0,1,3,4,0,0,2,2,0,0,1,1,1,2,2,0,3,2,1,1,phale,P. halepensis
JA070024,J,264.472294,PINUS HALEPENSIS,717.9,522,866,1low,8779.26,37.64727,-2.98835,NA,1,1,1,1,4,2,3,2,1,3,0,0,3,0,0,2,3,0,0,2,4,4,4,2,2,2,phale,P. halepensis
JA070025,J,385.7611922,PINUS HALEPENSIS,698.85,533,848,1low,8621.45,37.62435,-2.98846,NA,1,2,1,2,4,2,0,0,1,3,0,0,2,3,0,0,0,1,2,2,3,3,4,2,2,2,phale,P. halepensis
JA070026,J,312.56544479999997,PINUS HALEPENSIS,683.31,535,859,1low,8157.62,37.60987,-2.99253,NA,1,2,1,2,4,2,NA,1,0,3,0,0,2,4,0,0,3,0,1,1,3,4,4,2,2,2,phale,P. halepensis
JA070027,J,35.2274425,NA,823.13,784,868,1low,10320.15,37.61449,-2.97876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA071001,J,50.094134600000004,PINUS PINASTER,871.8,618,1064,1low,12410.15,38.334,-2.78067,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA071002,J,92.4562887,PINUS PINASTER,1055.61,834,1155,1low,16025.8,38.30506,-2.7837,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA071003,J,41.1393161,PINUS PINASTER,1123.08,1036,1221,1low,4674.12,38.29407,-2.80176,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA072001,J,28.233862900000002,PINUS HALEPENSIS,984.09,881,1029,1low,5586.29,38.33874,-2.75008,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA072002,J,155.4375604,PINUS PINASTER,1044.73,802,1244,1low,9885.75,38.32516,-2.73594,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
JA072003,J,18.9327538,PINUS HALEPENSIS,1053.53,943,1116,1low,3187.54,38.32941,-2.75274,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
JA073001,J,253.56902549999998,PINUS NIGRA SSP SALZM.,1321.38,905,1827,2medium,8382.82,37.86763,-3.01025,NA,0,0,1,NA,2,1,1,1,1,1,3,3,0,1,2,1,2,0,0,0,0,1,1,0,0,1,pnig_sal,P. nigra
JA073002,J,287.74763870000004,PINUS NIGRA SSP SALZM.,1407.8,1044,1788,2medium,9272.05,37.847,-3.00437,NA,2,3,4,NA,4,2,1,1,2,2,3,3,0,1,2,2,2,1,0,0,0,1,3,0,0,3,pnig_sal,P. nigra
JA073003,J,123.7100212,PINUS NIGRA SSP SALZM.,1460.44,1244,1761,2medium,5325.39,37.85032,-2.98463,NA,2,2,2,NA,2,1,0,1,2,2,3,3,0,1,3,4,2,0,0,0,0,3,3,1,0,3,pnig_sal,P. nigra
JA073004,J,376.5843017,PINUS NIGRA SSP SALZM.,1577.89,1255,1908,2medium,11458.5,37.83636,-2.96582,NA,1,4,3,NA,1,1,0,0,2,2,2,2,0,1,1,2,1,0,0,0,0,2,3,2,0,2,pnig_sal,P. nigra
JA073005,J,199.7115548,PINUS NIGRA SSP SALZM.,1471.88,1259,1729,2medium,6552.98,37.84062,-2.98366,NA,2,3,3,NA,0,2,1,0,2,2,3,3,0,1,3,4,2,0,0,0,0,3,3,1,1,3,pnig_sal,P. nigra
JA073006,J,314.9800105,PINUS HALEPENSIS,1166.39,953,1437,1low,7365.58,37.83898,-3.01754,NA,2,1,2,NA,2,2,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,phale,P. halepensis
JA073007,J,116.48435260000001,PINUS NIGRA SSP SALZM.,1504.32,1198,1733,2medium,5198.12,37.83795,-2.99537,NA,3,4,5,NA,0,3,2,1,3,4,4,4,0,4,4,3,3,1,1,1,2,3,4,1,0,3,pnig_sal,P. nigra
JA073008,J,208.3379544,PINUS NIGRA SSP SALZM.,1597.4,1348,1949,2medium,10799.36,37.82675,-2.97995,NA,1,2,3,NA,1,1,0,0,2,3,3,3,0,1,2,3,1,0,0,0,1,2,3,0,1,2,pnig_sal,P. nigra
JA073009,J,77.24565679999999,PINUS NIGRA SSP SALZM.,1680.37,1574,1796,2medium,5585.78,37.82757,-2.95854,0,0,0,NA,NA,1,0,0,0,2,NA,1,2,0,1,2,4,3,0,0,0,0,0,4,2,0,2,pnig_sal,P. nigra
JA073010,J,143.9117314,PINUS NIGRA SSP SALZM.,1671.22,1375,1884,2medium,7374,37.82212,-2.9723,NA,0,1,2,NA,1,1,1,0,2,3,2,3,0,1,2,2,1,0,0,0,0,0,2,1,1,2,pnig_sal,P. nigra
JA073011,J,39.978709,PINUS HALEPENSIS,463.41,404,530,0verylow,3163.39,37.83203,-3.22148,NA,1,1,1,2,4,4,4,0,3,0,1,1,2,4,0,0,1,1,1,0,1,1,3,3,1,2,phale,P. halepensis
JA073012,J,127.56967320000001,PINUS NIGRA SSP SALZM.,1782.25,1574,2005,3high,5502.89,37.82417,-2.95348,0,0,2,NA,NA,1,1,0,0,2,NA,1,2,0,1,2,3,2,0,0,0,0,0,3,1,0,1,pnig_sal,P. nigra
JA073013,J,544.7540863,PINUS HALEPENSIS,1548.5,1194,1926,2medium,13847.54,37.81401,-2.99714,NA,2,1,1,NA,1,3,2,1,2,3,2,3,0,2,4,3,3,0,2,1,1,2,3,0,0,2,phale,P. halepensis
JA073014,J,216.98054190000002,PINUS HALEPENSIS,1152.8,886,1414,1low,9455.56,37.8224,-3.01235,NA,0,0,1,NA,1,1,1,0,0,3,1,1,0,1,2,2,2,0,1,0,0,0,1,0,0,2,phale,P. halepensis
JA073015,J,86.1024525,PINUS HALEPENSIS,544.39,457,630,0verylow,6281.11,37.81071,-3.21274,NA,1,1,1,2,4,1,4,0,3,0,2,2,3,0,3,0,1,2,3,0,2,1,5,5,2,2,phale,P. halepensis
JA073016,J,243.6830386,PINUS HALEPENSIS,1185.38,982,1379,1low,15556.17,37.80067,-3.05847,1,1,1,NA,NA,1,1,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
JA073017,J,107.14411559999999,PINUS HALEPENSIS,1232.58,934,1596,2medium,5533.44,37.81382,-3.01278,NA,0,0,1,NA,2,0,0,0,1,2,1,1,0,1,1,0,2,0,0,0,0,2,1,0,0,2,phale,P. halepensis
JA073018,J,116.87263659999999,PINUS NIGRA SSP SALZM.,1376.66,1097,1654,2medium,7452.55,37.81101,-3.0059,NA,0,1,1,NA,1,1,0,1,1,2,2,2,0,1,2,3,2,0,0,0,0,2,2,0,0,2,pnig_sal,P. nigra
JA073019,J,174.6247653,PINUS NIGRA SSP SALZM.,1732.2,1516,1906,3high,5620.97,37.80831,-2.96902,NA,1,3,5,NA,2,1,1,0,2,2,2,3,0,1,2,2,1,1,0,0,0,2,3,3,0,1,pnig_sal,P. nigra
JA073020,J,147.967458,PINUS NIGRA SSP SALZM.,1768.58,1532,2024,3high,5236.8,37.80616,-2.95905,NA,0,3,4,NA,2,2,0,0,1,2,3,3,0,1,2,2,2,1,0,0,0,2,4,3,0,3,pnig_sal,P. nigra
JA073021,J,52.3683623,PINUS HALEPENSIS,969.52,839,1164,1low,4427.79,37.80935,-3.03206,NA,0,0,0,NA,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
JA073022,J,111.8286775,PINUS HALEPENSIS,1093.67,852,1354,1low,5515.07,37.80864,-3.02306,NA,0,0,0,NA,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,phale,P. halepensis
JA073023,J,127.4261017,PINUS NIGRA SSP SALZM.,1724.27,1530,1896,3high,5486.26,37.80381,-2.98363,NA,1,1,2,NA,0,2,0,0,2,2,2,2,0,1,3,2,1,0,0,0,0,2,2,3,0,2,pnig_sal,P. nigra
JA073024,J,182.8309606,PINUS HALEPENSIS,1065.79,843,1260,1low,9124.93,37.79611,-3.02846,NA,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
JA073025,J,332.86986579999996,PINUS NIGRA SSP SALZM.,1630.76,1386,1846,2medium,8668.24,37.79368,-2.96894,NA,0,4,4,NA,2,2,1,0,2,2,3,3,0,0,2,3,3,0,0,0,0,3,2,1,0,2,pnig_sal,P. nigra
JA073026,J,274.5004488,PINUS NIGRA SSP SALZM.,1319.5,1003,1795,2medium,11070.73,37.79147,-3.01554,NA,0,0,0,NA,1,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,0,1,2,0,0,1,pnig_sal,P. nigra
JA073027,J,201.49906380000002,PINUS HALEPENSIS,524.05,448,592,0verylow,7385.14,37.7764,-3.15093,NA,1,1,1,2,3,2,4,0,3,0,2,3,1,0,0,5,1,1,1,0,3,2,5,5,2,2,phale,P. halepensis
JA073028,J,391.1979233,PINUS NIGRA SSP SALZM.,1584.97,1264,1829,2medium,12386.05,37.78256,-2.9735,NA,0,4,4,NA,0,3,1,0,3,2,3,3,0,1,2,2,1,0,0,0,0,2,3,1,1,2,pnig_sal,P. nigra
JA073029,J,84.7228848,PINUS NIGRA SSP SALZM.,1543.75,1305,1808,2medium,4123.08,37.79258,-2.991,NA,0,1,0,NA,1,0,0,0,2,2,2,2,0,1,2,2,1,0,0,0,0,2,2,2,1,2,pnig_sal,P. nigra
JA073030,J,307.0214707,PINUS HALEPENSIS,1441.41,1139,1831,2medium,8088.93,37.78271,-2.99705,NA,1,3,1,NA,1,0,0,0,2,2,2,2,0,1,2,NA,0,0,0,0,0,1,2,1,0,0,phale,P. halepensis
JA073031,J,128.6442242,PINUS NIGRA SSP SALZM.,1302.69,1126,1463,2medium,5748.66,37.77819,-3.04095,0,0,0,NA,NA,2,0,1,0,2,NA,2,2,0,0,1,1,2,0,0,0,0,1,3,0,0,1,pnig_sal,P. nigra
JA073032,J,137.97294010000002,PINUS HALEPENSIS,1376.82,1164,1555,2medium,5316.22,37.77228,-2.98616,NA,0,1,1,NA,3,0,0,1,2,2,3,3,0,0,2,3,0,0,0,0,0,0,1,1,0,1,phale,P. halepensis
JA073033,J,169.4907451,PINUS HALEPENSIS,1276.6,808,1614,2medium,7922.48,37.77005,-3.00713,NA,1,0,1,NA,3,2,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,phale,P. halepensis
JA073034,J,108.5376682,PINUS HALEPENSIS,1294.39,948,1668,2medium,6021.35,37.76438,-2.9831,NA,0,2,3,NA,1,0,0,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,phale,P. halepensis
JA073035,J,191.0979527,PINUS HALEPENSIS,540.87,442,681,0verylow,10763.28,37.74079,-3.12394,NA,1,0,1,0,4,1,3,1,2,1,1,0,1,0,0,1,1,2,2,1,2,3,4,2,1,1,phale,P. halepensis
JA073036,J,157.33033899999998,PINUS HALEPENSIS,953.22,717,1182,1low,7391.26,37.76349,-3.03823,2,1,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
JA073037,J,446.83589179999996,PINUS HALEPENSIS,938.98,544,1430,1low,10765.77,37.75803,-3.01017,NA,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,phale,P. halepensis
JA073038,J,717.2026796,PINUS HALEPENSIS,608.33,460,770,1low,26651.78,37.75158,-3.14697,NA,1,0,1,2,2,1,2,2,3,1,1,1,1,1,1,3,1,2,1,2,2,3,4,2,1,1,phale,P. halepensis
